collision_id,crash_date,crash_time,borough,zip_code,latitude,longitude,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,vehicle_type_code1,vehicle_type_code2
4513803,2022-03-26T00:00:00.000,17:54,BROOKLYN,11226.0,40.645718,-73.95002,,168 EAST 29 STREET,,4,0,0,0,0,0,4,0,Passing Too Closely,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4514241,2022-03-25T00:00:00.000,17:55,,,40.68327,-73.95016,NOSTRAND AVENUE,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Sedan,Motorcycle
4487210,2021-12-12T00:00:00.000,9:09,,,40.84036,-73.91807,JEROME AVENUE,,,0,1,0,1,0,0,0,0,Unspecified,,Taxi,
4513878,2022-03-26T00:00:00.000,16:35,BROOKLYN,11235.0,40.577652,-73.96344,,3071 BRIGHTON 4 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4513735,2022-03-26T00:00:00.000,19:50,MANHATTAN,10012.0,40.730145,-73.99781,,60 WASHINGTON SQUARE SOUTH,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,E-Bike,BOX VAN
4513958,2022-03-26T00:00:00.000,13:19,QUEENS,11420.0,40.67478,-73.806206,ROCKAWAY BOULEVARD,,132 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4514367,2022-03-25T00:00:00.000,8:45,BROOKLYN,11230.0,40.624622,-73.97598,,1175 MC DONALD AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Sedan,Sedan
4513681,2022-03-26T00:00:00.000,10:10,BROOKLYN,11217.0,40.67271,-73.97089,UNION STREET,,PLAZA STREET WEST,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4514212,2022-03-26T00:00:00.000,11:45,,,40.7314,-73.926094,BROOKLYN QUEENS EXPRESSWAY,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4514420,2022-03-25T00:00:00.000,14:35,,,40.632786,-74.13712,PORT RICHMOND AVENUE,,HATFIELD PLACE,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,Sedan,
4513923,2022-03-26T00:00:00.000,14:30,STATEN ISLAND,10305.0,40.596733,-74.07045,MCCLEAN AVENUE,,SAND LANE,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Sedan,Sedan
4513752,2022-03-26T00:00:00.000,19:00,BROOKLYN,11234.0,40.617645,-73.92092,,1549 EAST 56 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Sedan,
4513860,2022-03-26T00:00:00.000,16:40,BROOKLYN,11217.0,40.68651,-73.98378,,436 ATLANTIC AVENUE,,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4514251,2022-03-24T00:00:00.000,18:05,BROOKLYN,11206.0,40.69831,-73.9498,MARCY AVENUE,,ELLERY STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4513478,2022-03-26T00:00:00.000,3:35,,,40.692455,-73.76814,179 STREET,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4514302,2022-03-20T00:00:00.000,10:34,MANHATTAN,10024.0,40.778805,-73.974075,WEST 76 STREET,,CENTRAL PARK WEST,1,0,1,0,0,0,0,0,Backing Unsafely,,Sedan,
4513708,2022-03-26T00:00:00.000,14:54,MANHATTAN,10001.0,40.747894,-73.989174,AVENUE OF THE AMERICAS,,WEST 31 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,Taxi
4514189,2022-03-25T00:00:00.000,6:35,BRONX,10472.0,40.83578,-73.871445,,1700 CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4514419,2022-03-25T00:00:00.000,14:00,,,40.61763,-74.133575,LEONARD AVENUE,,FISKE AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Pick-up Truck
4514234,2022-03-21T00:00:00.000,19:13,,,40.731407,-73.99698,WASHINGTON SQUARE NORTH,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Bike
4513496,2022-03-26T00:00:00.000,5:02,BROOKLYN,11223.0,40.60784,-73.961975,CONEY ISLAND AVENUE,,QUENTIN ROAD,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4514266,2022-03-25T00:00:00.000,9:45,,,40.752563,-73.74328,CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4513680,2022-03-26T00:00:00.000,22:54,BROOKLYN,11217.0,40.67848,-73.98232,,177 4 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Taxi,Sedan
4513861,2022-03-26T00:00:00.000,21:00,BROOKLYN,11219.0,40.629475,-74.004166,,1115 63 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,
4514326,2022-03-26T00:00:00.000,17:29,BROOKLYN,11213.0,40.668797,-73.93113,EASTERN PARKWAY,,UTICA AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4513739,2022-03-26T00:00:00.000,2:10,MANHATTAN,10018.0,40.754707,-73.99164,WEST 38 STREET,,8 AVENUE,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,Bike,
4514180,2022-03-25T00:00:00.000,0:00,BRONX,10458.0,40.85713,-73.8808,EAST FORDHAM ROAD,,SOUTHERN BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4514209,2022-03-26T00:00:00.000,4:00,BRONX,10468.0,40.857418,-73.89996,GRAND CONCOURSE,,EAST 183 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4513795,2022-03-26T00:00:00.000,4:34,QUEENS,11385.0,40.702972,-73.888054,CENTRAL AVENUE,,66 PLACE,0,0,0,0,0,0,0,0,Unsafe Speed,,Sedan,
4514297,2022-03-09T00:00:00.000,11:56,,,40.786366,-73.97598,WEST 84 STREET,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,Station Wagon/Sport Utility Vehicle,
4513572,2022-03-26T00:00:00.000,14:41,BROOKLYN,11228.0,40.624474,-74.00668,70 STREET,,12 AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,
4513591,2022-03-26T00:00:00.000,18:00,QUEENS,11361.0,40.76532,-73.771904,39 AVENUE,,BELL BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Sedan
4514011,2022-03-26T00:00:00.000,13:30,,,40.597683,-73.96686,AVENUE U,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,
4513701,2022-03-26T00:00:00.000,13:20,STATEN ISLAND,10305.0,40.609768,-74.06969,SAINT JOHNS AVENUE,,TOMPKINS AVENUE,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,4 dr sedan
4514155,2022-03-25T00:00:00.000,21:35,MANHATTAN,10035.0,40.798286,-73.938705,,231 EAST 117 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Taxi,Sedan
4514334,2022-03-23T00:00:00.000,21:00,QUEENS,11354.0,40.776764,-73.848015,,25-03 120 STREET,,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4513548,2022-03-26T00:00:00.000,12:00,QUEENS,11377.0,40.747498,-73.91309,,39-34 51 STREET,,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4514046,2022-03-26T00:00:00.000,13:28,BROOKLYN,11206.0,40.701637,-73.942276,GRAHAM AVENUE,,DEBEVOISE STREET,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4513581,2022-03-26T00:00:00.000,19:12,QUEENS,11419.0,40.69349,-73.826546,,94-39 120 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4513772,2022-03-26T00:00:00.000,21:29,QUEENS,11374.0,40.726463,-73.85943,WETHEROLE STREET,,65 ROAD,1,0,1,0,0,0,0,0,Unsafe Speed,,Bike,
4514221,2022-03-25T00:00:00.000,13:21,BRONX,10458.0,40.856434,-73.886826,EAST 188 STREET,,ARTHUR AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Sedan,Sedan
4514277,2022-03-22T00:00:00.000,8:20,BRONX,10467.0,40.87151,-73.87057,BURKE AVENUE,,BRONX PARK EAST,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,Sedan,Bike
4514166,2022-03-26T00:00:00.000,22:30,BROOKLYN,11238.0,40.68686,-73.96758,,386 CLINTON AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,
4513691,2022-03-26T00:00:00.000,11:20,,,40.624763,-73.96518,CONEY ISLAND AVENUE,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Driver Inattention/Distraction,Sedan,
4513782,2022-03-26T00:00:00.000,18:17,QUEENS,11422.0,40.678417,-73.729225,130 AVENUE,,BROOKVILLE BOULEVARD,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4514390,2022-03-14T00:00:00.000,10:30,QUEENS,11433.0,40.692596,-73.79078,,160-18 110 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,Station Wagon/Sport Utility Vehicle,
4514215,2022-03-26T00:00:00.000,1:30,,,40.734486,-73.891754,CALAMUS AVENUE,,72 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Pick-up Truck,Station Wagon/Sport Utility Vehicle
4513994,2022-03-26T00:00:00.000,3:23,BRONX,10475.0,40.88399,-73.82641,,2291 NEW ENGLAND THRUWAY,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Box Truck,Sedan
4513503,2022-03-26T00:00:00.000,1:45,BROOKLYN,11238.0,40.683872,-73.95998,,41 IRVING PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Taxi,Station Wagon/Sport Utility Vehicle
4514151,2022-03-05T00:00:00.000,14:52,MANHATTAN,10035.0,40.799484,-73.92929,,30 PALADINO AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4513655,2022-03-26T00:00:00.000,20:27,,,40.70839,-74.00482,FULTON STREET,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,E-Bike
4514070,2022-03-26T00:00:00.000,18:19,MANHATTAN,10019.0,40.766502,-73.99418,WEST 51 STREET,,11 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4513952,2022-03-26T00:00:00.000,23:00,QUEENS,11420.0,40.676304,-73.816284,,115-36 122 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4513827,2022-03-26T00:00:00.000,18:00,BROOKLYN,11207.0,40.66447,-73.89593,GEORGIA AVENUE,,LIVONIA AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Sedan,Sedan
4514285,2022-03-23T00:00:00.000,20:40,,,40.709835,-74.014885,WEST STREET,,,0,0,0,0,0,0,0,0,Unsafe Speed,,Station Wagon/Sport Utility Vehicle,
4521782,2022-04-24T00:00:00.000,11:45,,,40.585342,-73.94157,BELT PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,
4457012,2021-09-11T00:00:00.000,12:01,MANHATTAN,10016.0,40.746395,-73.9856,,3 EAST 31 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,
4457022,2021-09-10T00:00:00.000,11:00,BROOKLYN,11230.0,40.617004,-73.96912,OCEAN PARKWAY,,AVENUE M,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4456987,2021-09-11T00:00:00.000,20:15,MANHATTAN,10013.0,40.718662,-74.00615,,116 FRANKLIN STREET,,0,0,0,0,0,0,0,0,Unspecified,,Station Wagon/Sport Utility Vehicle,
4456970,2021-09-09T00:00:00.000,8:15,BROOKLYN,11238.0,40.680664,-73.97028,,590 DEAN STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,,,
4485574,2021-12-10T00:00:00.000,23:07,BROOKLYN,11233.0,40.67392,-73.91012,BERGEN STREET,,EASTERN PARKWAY,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,
4485894,2021-12-10T00:00:00.000,21:50,,,40.806835,-73.924355,MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Other Vehicular,,Station Wagon/Sport Utility Vehicle,
4485637,2021-11-27T00:00:00.000,5:40,BROOKLYN,11234.0,40.627735,-73.920105,,1100 EAST 58 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4484930,2021-12-09T00:00:00.000,5:15,,,0.0,0.0,ROCKAWAY BOULEVARD,,VANWYCK EXPRESSWAY,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,Sedan,Sedan
4484996,2021-12-08T00:00:00.000,12:58,BROOKLYN,11225.0,40.661263,-73.955765,,203 LINCOLN ROAD,,0,0,0,0,0,0,0,0,Unspecified,,Convertible,
4484861,2021-12-08T00:00:00.000,17:50,,,40.844883,-73.907295,CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Tractor Truck Diesel,Sedan
4485177,2021-12-10T00:00:00.000,4:30,QUEENS,11369.0,40.76104,-73.88162,,30-27 87 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4485316,2021-12-10T00:00:00.000,21:22,,,40.669777,-73.9583,FRANKLIN AVENUE,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,Station Wagon/Sport Utility Vehicle,
4485668,2021-12-10T00:00:00.000,8:30,BRONX,10457.0,40.839443,-73.90436,,425 CLAREMONT PARKWAY,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Ambulance,Sedan
4485385,2021-12-10T00:00:00.000,12:15,QUEENS,11101.0,40.75245,-73.94507,13 STREET,,QUEENS PLAZA SOUTH,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Tanker
4484892,2021-12-08T00:00:00.000,14:38,BROOKLYN,11217.0,40.687748,-73.980125,,25 FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4485246,2021-12-03T00:00:00.000,13:40,,,40.87356,-73.81853,HUTCHINSON RIVER PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4485893,2021-12-10T00:00:00.000,8:50,BRONX,10455.0,40.8176,-73.90373,,800 EAST 156 STREET,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4485586,2021-12-09T00:00:00.000,19:45,BROOKLYN,11236.0,40.638428,-73.91275,GLENWOOD ROAD,,EAST 83 STREET,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4485696,2021-12-10T00:00:00.000,16:07,MANHATTAN,10027.0,40.813885,-73.95211,,416 WEST 129 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,AMBULANCE
4485914,2021-12-10T00:00:00.000,21:20,MANHATTAN,10028.0,40.77733,-73.95456,,204 EAST 84 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Station Wagon/Sport Utility Vehicle,Taxi
4485304,2021-12-10T00:00:00.000,23:16,,,40.713135,-74.00407,CHAMBERS STREET,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4485055,2021-12-09T00:00:00.000,17:21,,,40.775486,-73.98217,BROADWAY,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Taxi,Sedan
4485539,2021-12-09T00:00:00.000,7:30,BROOKLYN,11223.0,40.591137,-73.97752,BOYNTON PLACE,,WEST 7 STREET,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4485241,2021-11-24T00:00:00.000,23:58,,,40.865536,-73.92728,BROADWAY,,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,
4485153,2021-12-09T00:00:00.000,17:00,MANHATTAN,10019.0,40.76551,-73.97795,,140 WEST 58 STREET,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,Taxi,Bike
4484897,2021-12-08T00:00:00.000,8:15,BROOKLYN,11230.0,40.63311,-73.97217,OCEAN PARKWAY,,18 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4456035,2021-09-11T00:00:00.000,2:20,,,40.823772,-73.87245,BRONX RIVER PARKWAY,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Pick-up Truck,Convertible
4456704,2021-07-09T00:00:00.000,12:00,,,40.84497,-73.90247,ITTNER PLACE,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Box Truck
4456919,2021-09-10T00:00:00.000,14:50,,,40.675507,-74.00075,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,,Box Truck,
4456686,2021-07-01T00:00:00.000,17:45,QUEENS,11691.0,40.609535,-73.75372,BEACH CHANNEL DRIVE,,HORTON AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4456588,2021-07-07T00:00:00.000,13:45,MANHATTAN,10014.0,40.730446,-74.00431,LEROY STREET,,BEDFORD STREET,0,0,0,0,0,0,0,0,Driver Inexperience,,Station Wagon/Sport Utility Vehicle,
4456879,2021-09-11T00:00:00.000,12:00,QUEENS,11432.0,40.721645,-73.8026,,80-25 165 STREET,,0,0,0,0,0,0,0,0,Unspecified,,Station Wagon/Sport Utility Vehicle,
4456573,2021-07-07T00:00:00.000,17:30,,,40.853477,-73.82622,BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4455749,2021-09-11T00:00:00.000,2:55,QUEENS,11420.0,40.66901,-73.80265,135 PLACE,,133 AVENUE,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Sedan,Sedan
4456087,2021-09-11T00:00:00.000,17:15,STATEN ISLAND,10310.0,40.629475,-74.1123,,694 FOREST AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,Sedan,
4456941,2021-09-03T00:00:00.000,17:14,BROOKLYN,11231.0,40.6843,-73.99724,CLINTON STREET,,DE GRAW STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,DL
4456691,2021-07-08T00:00:00.000,12:30,,,40.767612,-73.950005,FDR DRIVE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Taxi,Pick-up Truck
4456765,2021-08-23T00:00:00.000,11:50,,,40.80066,-73.9544,7 AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,Station Wagon/Sport Utility Vehicle,
4456435,2021-09-11T00:00:00.000,21:34,BRONX,10469.0,40.87645,-73.848175,BOSTON ROAD,,FENTON AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4456181,2021-09-11T00:00:00.000,11:30,QUEENS,11373.0,40.737865,-73.876144,,87-46 52 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Sedan,Sedan
4456550,2021-09-06T00:00:00.000,10:34,,,40.764103,-73.93277,21 STREET,,33 ROAD,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,Sedan,Sedan
4456615,2021-07-08T00:00:00.000,15:56,,,40.66735,-73.76994,BELT PARKWAY,,,1,0,0,0,0,0,1,0,Other Vehicular,Following Too Closely,Sedan,Sedan
4456647,2021-07-07T00:00:00.000,23:06,,,40.824265,-73.95642,HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,
4455820,2021-09-11T00:00:00.000,6:51,,,40.702045,-73.9156,GREENE AVENUE,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Sedan,Sedan
4456845,2021-09-07T00:00:00.000,12:30,,,40.85306,-73.931,SAINT NICHOLAS AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,Sedan,
4456191,2021-09-11T00:00:00.000,4:10,MANHATTAN,10033.0,0.0,0.0,WEST 181 STREET,,FORT WASHINGTON AVENUE,0,0,0,0,0,0,0,0,Unspecified,,Station Wagon/Sport Utility Vehicle,Sedan
4456586,2021-07-08T00:00:00.000,9:25,,,40.697315,-73.932274,BUSHWICK AVENUE,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4456718,2021-09-11T00:00:00.000,6:40,,,40.679344,-73.859535,LIBERTY AVENUE,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,Sedan
4456821,2021-09-11T00:00:00.000,17:35,QUEENS,11435.0,40.708923,-73.81877,,137-65 QUEENS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4456608,2021-07-08T00:00:00.000,17:17,STATEN ISLAND,10304.0,40.60203,-74.09572,ROME AVENUE,,UPTON STREET,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,Sedan,Sedan
4456531,2021-09-10T00:00:00.000,3:00,,,40.693787,-73.81173,VAN WYCK EXPWY,,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Station Wagon/Sport Utility Vehicle,
4455832,2021-09-11T00:00:00.000,5:59,BRONX,10459.0,40.826767,-73.888855,EAST 167 STREET,,BRYANT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4456735,2021-09-09T00:00:00.000,11:39,STATEN ISLAND,10306.0,40.56692,-74.116234,CLAWSON STREET,,PRINCETON AVENUE,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4456734,2021-09-11T00:00:00.000,17:40,BROOKLYN,11228.0,40.623913,-74.00726,12 AVENUE,,71 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4455983,2021-09-11T00:00:00.000,22:15,,,40.592422,-73.99508,BELT PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4456323,2021-09-11T00:00:00.000,7:15,BROOKLYN,11207.0,40.6783,-73.88988,FULTON STREET,,SCHENCK AVENUE,0,0,0,0,0,0,0,0,Unspecified,,Sedan,
4456889,2021-09-10T00:00:00.000,17:00,QUEENS,11372.0,40.748962,-73.89176,74 STREET,,37 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle
4456679,2021-07-08T00:00:00.000,11:33,BROOKLYN,11236.0,40.631508,-73.90506,,1222 EAST 83 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Sedan,Sedan
4456373,2021-09-11T00:00:00.000,21:48,,,40.677322,-73.790955,SUTPHIN BOULEVARD,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4513885,2022-03-26T00:00:00.000,10:30,,,40.57666,-73.965836,BRIGHTON BEACH AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4456758,2021-09-11T00:00:00.000,19:00,,,40.804585,-73.94782,WEST 120 STREET,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,Taxi,Bike
4456498,2021-09-11T00:00:00.000,22:23,BRONX,10452.0,40.832916,-73.92939,OGDEN AVENUE,,WEST 164 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4455941,2021-09-11T00:00:00.000,15:00,QUEENS,11428.0,40.722515,-73.73332,222 STREET,,93 ROAD,1,0,1,0,0,0,0,0,Unspecified,,Sedan,
4456778,2021-09-10T00:00:00.000,10:20,QUEENS,11419.0,40.692127,-73.83484,ATLANTIC AVENUE,,111 STREET,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unsafe Speed,Sedan,Sedan
4455883,2021-09-11T00:00:00.000,0:00,BRONX,10474.0,40.807537,-73.8798,HALLECK STREET,,VIELE AVENUE,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
4456627,2021-07-06T00:00:00.000,15:01,BRONX,10467.0,40.878128,-73.86944,BRONX BOULEVARD,,EAST GUN HILL ROAD,0,0,0,0,0,0,0,0,Other Vehicular,,Station Wagon/Sport Utility Vehicle,
4456640,2021-07-09T00:00:00.000,4:00,,,40.75777,-73.854164,GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Sedan,Sedan
4456812,2021-09-10T00:00:00.000,8:45,BROOKLYN,11212.0,40.6569,-73.907486,,940 ROCKAWAY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Sedan,Bus
4455924,2021-09-11T00:00:00.000,11:51,,,40.845024,-73.92632,CROSS BRONX EXPY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan
4455894,2021-09-11T00:00:00.000,18:50,BRONX,10459.0,40.817795,-73.89319,BRUCKNER BOULEVARD,,TIFFANY STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Refrigerated Van
